SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P10,S02,81505956270,0,P,촉촉,향도,피부가,향이,좋습니다,9.0,7.61,5.4,5.11,5.04
N,P10,S02,81505956270,1,P,아침에 촉촉함을 그대로 유지하고 무겁지 않네요,트러블에 효과있는지는 잘 모르겠어요,BEST인터넷에 바다포도 에센스  크림 조합 보고서 구입했는데 저한테 잘 맞는지 피부가 점점 좋아지고 있어요,BEST정말 촉촉해요손톱만큼짜서 써도 넉넉하고속건조까지 막아주네요봄가을엔 항상 건조해서 얼굴이 가려웠는데 그런거 전혀없어요마스크 때문에 턱아래 트러블이 많이났는데 다 사라지고 깔끔해져가요 넘맘에듭니다,좋아요좋아요좋아요,,,,,
N,P10,S02,81505956270,0,N,피부가,순하고,촉촉,향이,얼굴에,5.04,3.24,3.2,2.24,2.0
N,P10,S02,81505956270,1,N,그래도 순하고 촉촉해서 자기 전에 바르고 자면 아침에 건조함이 덜 한 것 같아요,발랐을때 피부가 살짝 따끔거려서 아 내 피부가 상태가 안좋은가보다 싶어서 4일동안 발라봤는데 아침에 다른 제품을 쓸때는 괜찮은데 밤에 이 제품만 쓰면 피부가 따끔거려용아마 다른 분들처럼 비슷하게 저랑 안맞는거 같아요,트러블 일어남 없는걸 보니 꽤 좋은 제품인듯해요,만족하네요,아직까지는 드라마틱한 효과는 없는것 같아요,,,,,
N,P07,S01,24525980524,0,P,샤넬,좋습니다,있어요,바르고,들어요,4.04,3.74,2.76,2.39,2.35
N,P07,S01,24525980524,1,P,여름에 얼굴에 여러겹으로 바르면 답답한데 자외선차단제도 따로 바르지 않아도 되니깐 너무 편하고요 톤업도 되면서 피부톤 정리도 어느정도 되니 좋아요,여름철에 자외선 차단도 되어서 외출할 때 두루두루 편하게 사용하고 있습니다,늘 사용하던 건데 샘플까지 주어서 감사 감사 샘플은여행용으로 잘쓰겠습니다,5적용이 안되서 다소 비싸지만 오프라인이 아니어서 편하고 샘플이 와서 좋네요,자연스러운 피부 표현으로 너무너무 만족하며 꾸준히 사용하고 있어요,,,,,
N,P07,S01,24525980524,0,N,샤넬,씨씨,코로나,커버력,톤업,5.79,1.41,1.01,0.98,0.36
N,P07,S01,24525980524,1,N,샘플없이 바로써봐서 걱정했는데 기우였네요랑콤 생로랑 아르마니 에스티로더 겔랑 유명하다는곳 파데 다써봤는데 커버력과 지속력 밀리지않아요Sk2 cc도 사용했었는데 발색은 샤넬이더 자연스럽고이쁘네요방황하시는분추천드리고 뭍어마지않는편은아니지마그래도 내얼굴처럼자연스러워요그래도시본피부가좀 좋아야 더자연스러울것같아여,샤넬CC크림 바르고 글로우스틱 덧 발라주니 톤 보정도 되고 얼굴에 물광이 도네요,좋다하여  사봤습니다샤넬 블랙회원입니다,샤넬 씨씨크림 왜 유명한지 알겠어요톤업하고 쌩얼 이쁘게해주는데 톡톡한 효과보네요,샤넬 제품은 만족도가 늘 좋지만 가격이 참 사악하고 인심이 없죠전 썬크림에 살짝 섞어쓰면 보정도 어느정도 되면서 피부가 훨씬 환해보여요제딸이 이제품만 바르면 얼굴이 달라보인다,,,,,
N,P10,S31,29300383619,0,P,촉촉하고,세럼,가격,만족,좋습니다,2.81,1.31,1.3,1.14,1.03
N,P10,S31,29300383619,1,P,이것만 빼고 다 좋습니다,너무 편하고 좋아요,너무 촉촉해요,상품 품질이 좋습니다,발림성은 좋은 것 같아요,,,,,
N,P10,S31,29300383619,0,N,촉촉해,,,,,1.2,,,,
N,P10,S31,29300383619,1,N,생각보다 별로인 제품입니다,오후만 되면 얼굴 심하게 당겨서 샀는데 점심먹고 광대쪽 이랑 눈가 바르니 확실이 당김이 덜하고 촉촉해요,한개써보고시키려고했는데여러게 안시킨게 다행이네요,원래 트러블은 잘 없는 피부라 트러블 케어는 잘 모르겠지만 오일감보다는 촉촉한감이 더 많네요,파운데이션 스틱까지 같이 준다해서 기대했는데 딸려온 스틱이 19년도 제조네요,,,,,
N,P07,S01,83251457586,0,P,비비,,,,,0.82,,,,
N,P07,S01,83251457586,1,P,잘받았습니다,계속 사용하던거라 주문했어요,발림성과 보습력은 아주 좋아요커버력이 좀 약해서 별을 4개 주었습니다,배송도 빠르고 좋아요,피부미인이아닌데도피부미인을만들어주네요발림성도좋쿠잘흡수되구 자연스러운표현 모두넘좋습니다,,,,,
N,P07,S01,83251457586,0,N,써보고,없죠,커버는약한편,잘못구매했네요칵테일아쿠아비비,쓸듯,3.47,3.14,2.79,2.6,2.47
N,P07,S01,83251457586,1,N,말할필요도 없죠,쭉 이것만 쓸듯 커버는약한편,,,,,,,,
N,P06,S08,11153885467,0,P,감사합니다,저렴하게,만족합니다,좋습니다,오래,7.72,6.63,3.78,2.75,2.62
N,P06,S08,11153885467,1,P,믿고쓰는 키스미 이제 이 마스카라만 쓸거같네요,만족합니다,아요,처음,인형 눈썹처럼 됐어요좋아요,,,,,
N,P06,S08,11153885467,0,N,지울때,아니면,안지워,번져요,눈썹이,2.11,1.6,1.58,1.32,1.3
N,P06,S08,11153885467,1,N,좀 작아서 아쉽지만,세수해도 마스카라가 안지워지네요,이제 키스미 마스카라 아니면 못쓰겠어요,늘 쓰던거라 또 구입했네요,저녁쯤에 약간 번져요,,,,,
N,P07,S41,11038095471,0,P,좋습니다,만족,들어요,여름에,저렴하게,6.53,5.06,4.45,4.38,3.99
N,P07,S41,11038095471,1,P,저렴한 가격에 샘플 미스트앤픽서까지 받을 수 있어서 매우 만족스러운 구매였습니다,사용하는데 세상에 이럴수가한번 터치했는데 바로 보송해져요,유지력도 좋고 정말 만족해요,아주만족합니다,이걸 한다고 아예 안묻어나지는 않는데 여름에 보송보송한 느낌을 주기도 하고 화장지속력이 높아져서 전반적으로는 만족스럽습니다,,,,,
N,P07,S41,11038095471,0,N,퍼프가,메포,유분,아쉬워요,여름,2.57,2.02,1.53,1.53,1.39
N,P07,S41,11038095471,1,N,10년 넘게 화장하면서 이걸 왜 이제야 산걸까요,늘 쓰던 제품이라 재구매했습니다,제가 다른 저렴한 아이들이랑 엄청 고민했었는데 저렴한거 여러개 사면서 여기저기 떠돌면서 돈 쓰는거나 이거 하나 사서 오래 쓰는거나 거기서 거기더라구요은근 오래 쓸 수 있어서 그냥 이 제품 샀습니다,제품은 워낙 좋으니까완충재가 종이라서 좋았어요,와 제가 진짜 여름엔 진짜 땀도 많고 뽀송하질 못한데다가 지금 마스크까지 껴서 너무 찝찝한 하루 하루를 보내고 있었거든요근데 다른 분들이 이거 너무 좋다,,,,,
N,P07,S01,22848335426,0,P,감사합니다,커버력,만족,비비,있어요,2.74,2.61,1.84,1.81,1.59
N,P07,S01,22848335426,1,P,늘쓰던제품 저렴하게 구매할수있어서좋아요역시 비비는 닥터자르트네요,모두 이거 사세요,이거만쓰다가 다른거써봤는데 역시 이거만한게 없어서 다시 돌아왔어요,아주아주 좋습니다,좋아요,,,,,
N,P07,S01,22848335426,0,N,좋아,,,,,1.44,,,,
N,P07,S01,22848335426,1,N,발림성 좋아요,원래 쓰던건데 다 떨어져서 구매했어요,비비는 몇년째 이것만 씁니다,잘발려요,마스크에 묻어나서 좀아쉽지만 커버력 좋고 발림성 좋아서 계속 사용중입니다,,,,,
N,P05,S06,21635899953,0,P,색상,촉촉,색도,만족,입술,5.37,5.34,5.09,4.37,4.0
N,P05,S06,21635899953,1,P,이제부터 잘 쓸것 같아요촉촉해서 각질부각도 적고발색도 23번 겹쳐 바르면 잘나오는 편이고플럼핑 느낌이 넘 쏴하지 않고 적당히 좋아요립스틱 하나사고 샘플 이렇게 많이 받다니 넘 이득이예요단 배송이 좀 오래 걸려서 별하나 뺐어요,할라피뇨랑 핑크 스모키 샀는데 촉촉하고 잘발려요,바르고나면 입술이 화해지는게 시원하고 좋네요발색력은 생각보다는 약해요다른립이랑 섞어서 발라야겟어요,가을 색상이네요,와우 배송도 빠르고 덤도 엄청 많이 주시고 감사감사해오 구매한것보다 덤이 더 많이 왔어요,,,,,
N,P05,S06,21635899953,0,N,색이,색도,입술,화한,예뻐요,2.71,1.89,1.8,1.06,1.04
N,P05,S06,21635899953,1,N,색도 발릴 때 촉촉함도 그리고 지속력도 다만 바리고 시간이 좀 지나서는 저는 각질이 조금씩 올라오더라고요 근데 이건 제가 입술관리를 하도 안해서 그런 것 같기도해요,촉촉한데 과하게 광이 나는게 아니라 너무 좋아요,지속력이 떨어져서 아쉽,그런데 다른 립스틱에 색을 덧칠하면 아주 예뻐요,지속력이나 발색은 조금 아쉽네요,,,,,
N,P06,S08,21722654843,0,P,클리오,깔끔하게,좋습니다,만족,지속력,5.7,4.78,4.73,4.46,4.28
N,P06,S08,21722654843,1,P,회사언니가 추천해줘서 구매했는데 묻지도않고 눈섭 컬링이 잘되서 너무좋네요,아직 사용전이지만  평이 좋아서 기대하고 있습니다,저렴한 가격에 사서 더 좋네요,배송 빨랐고 같이 넣어주신 팩도 잘 쓰겠습니당,좋아요,,,,,
N,P06,S08,21722654843,0,N,번지,클리오,오래,않아요,뭉치,2.33,1.73,1.6,1.56,1.49
N,P06,S08,21722654843,1,N,이것만한 제품이 없네요,마스카라가 항상 금방 번져서 지저분해지는게 스트레스였는데 얘는 안그래용근데 아침에 컬링한게 오래유지는 안되네요밖에 나가면 살짝 쳐져요너무너무아쉬움 그것만 빼면 너무만조스러움,마스카라 헤드가 얇아서 바르기 편하고 시간 지나도 속눈썹이 안 처져요,번짐도 없고 좋은데 상품이 박스포장이 아니고 뽁뽁이로 쌓여져와서 좀이상했네요입구에 스티커가 붙여져있지도않고 원래그런건지좀 찝찝은 하네요,분명 11인거 보고 구매햇는데 달랑 하나만 배송되서 뭐지하고 후기 보니깐 이러분들이 여럿잇네요,,,,,
N,P11,S38,21285684073,0,P,클렌징,오일,순하고,좋습니다,만족,7.4,6.21,5.82,3.49,3.28
N,P11,S38,21285684073,1,P,상당히 예민한 피분데 뒤집어 지지 않고 순해요세정력두 좋구요,오일은 아직 안써보구 클렌징폼만 써봣는데 폼은 그닥 조은지 모르겟어용눈에들어가면 눈이 따끔해요,피부가 예민하던게 점점 가라앉으면서 진정되는거같아요,그냥 저냥 쓸만해요,아침 세안시에도 클렌징 오일로 씻는데블랙헤드가 많이 없어졌어요,,,,,
N,P11,S38,21285684073,0,N,순하고,오일,클렌징,폼은,트러블,5.31,3.05,2.34,1.77,1.37
N,P11,S38,21285684073,1,N,순하고 잘 씻기고 좋아요,촉촉하고 당김없이 순해요,한번써봤는데 일딴 세안후 뽀독뽀독 거리는것과 당김이없어서 좋네요좋다좋다 소문만듣다 가격에 부담을느껴 미루다가 이제야 써봅니다,오일 잔여감도 없고 잘 지워져요,세안 후 속당김이 너무 심해서 반신반의하면서 산건데 좋아요,,,,,
N,P07,S01,11038078138,0,P,감사합니다,만족합니다,저렴하게,좋습니다,커버,4.41,1.97,1.5,1.3,1.11
N,P07,S01,11038078138,1,P,잘 받았어요,바르면 피부 톤이랑 비슷해서 자연스럽고 좋아요,얼굴이 밝아보이고 커버력도 있고 좋아요,피부가 하얀피부는 아닌데 저도 피부가좋다고 해서 좋아요,가성비좋아요,,,,,
N,P07,S01,11038078138,0,N,발리는,,,,,1.11,,,,
N,P07,S01,11038078138,1,N,진주알맑은 비비 오랜기간동안 구매중에요,,,,,,,,,
N,P10,S29,26238107522,0,P,저렴하게,있어요,좋습니다,만족,유세린,5.04,4.32,4.27,3.82,3.7
N,P10,S29,26238107522,1,P,믿고 쓰는즁이에요,저렴하게삿어요,아직 효과는 모르겠지만 꾸준히 발라보려구요,추천합니다,아직 잘 모르겠어요,,,,,
N,P10,S29,26238107522,0,N,유세린,아이크림,모르겠어요,눈가가,주름,5.31,3.95,1.77,1.69,1.61
N,P10,S29,26238107522,1,N,얼굴이 너무 건조하고 유분기가 없는데 유세린 사용하면서 건조한 느낌이 많이 줄었어요,유세린 아이크림쓰다가 딴걸로 넘어갔는데 유세린이 최곤것같아요,여름에도 이거 없으면 눈가가 건조해요,낮에 메이크업 아래 바를 아이크림으로 구매했어요,진짜 대체불가 아이크림인듯 합니다,,,,,
N,P05,S05,8332632934,0,P,들어요,감사합니다,가격도,가성비,색상,1.49,1.17,1.04,1.03,0.95
N,P05,S05,8332632934,1,P,감사합니다,싸게 잘샀어요,좋아요,색상 좋고 가격 착하고 감사합니다,상품도좋고 저렴합니다,,,,,
N,P05,S05,8332632934,1,N,저렴하게 잘샀어요  배송포장은 엉망이지만,색이 이름과 안맞군요 이런3개색상 모두 아쉬운제품이군요 엄청 진하고어둡네요이름보고산건데 속상하네요 휴,저렴한 가격에 배송비도 무료라서 하나 주문하는데 좀 미안했어요그런데 샴푸 샘플도 보내주셨네요,빠른 배송에 착한가격 좋아요 그런데 너무 진한 색을 잘못 골랐네요,,,,,,
N,P12,S16,29124648587,0,P,효과,염색,만족,좋습니다,생각보다,4.87,2.74,2.59,1.88,1.7
N,P12,S16,29124648587,1,P,배송이 오래 걸리긴 했지만 좋은 효과 기대합니다,새치 효과 아주 좋아요,부모님 사용하시려고 구매했습니다,효과가 있으면 좋겠습니다,저희 친정아버님이 항암 중이시라 염색을 못하시는데 한번 써보자 해서 벌써 한달 째 쓰고 계십니다,,,,,
N,P12,S16,29124648587,0,N,효과가,염색,모르겠,머리가,흰머리,2.99,1.63,1.58,1.31,1.05
N,P12,S16,29124648587,1,N,그리고 처음에 머리가 많이 빠져서효과가 있는지 일주일 더 사용해보고 봐야겠습니다,머리결이 약해서 염색하기 두려웠는데 이제품쓰고 나서 많이좋아지고 건강해지는 느낌이예요,아직은 잘 모르겠네요,이렇게 가격변동이 심한물건에 신뢰성이 떨어뜨립니다처음에 120000원짜리를 84000원에 판매 한다고 했을때도 의아하긴 했는데 구입을 후회합니다,선물줬는데 좋아하네요,,,,,
N,P07,S01,8465805356,0,P,감사합니다,만족합니다,있어요,뉴스킨,커버,10.2,3.45,2.4,2.11,1.5
N,P07,S01,8465805356,1,P,저는 항상 뉴스킨만 써요,처음에는 좋은줄 몰랐는데계속 쓰다 보니까 좋아요,커버력은 필요없어서,감사합니다,이것만 써요,,,,,
N,P07,S01,8465805356,0,N,뉴스킨,좋아,,,,1.14,0.99,,,
N,P07,S01,8465805356,1,N,3년째 이 제품만 쓰고 있어요,성분이 좋다고 해서 몇년째 쓰는 제품이에요,늘 쓰던거라 구매했어요,아직 안사용했는데리뉴얼되기전 상품은참 좋았는데이건 어떨지 모르겠네요,항상 뉴스킨만 써요,,,,,
N,P07,S01,83371011155,0,P,커버력,화사해졌어요,밀착력,,,1.29,1.24,1.16,,
N,P07,S01,83371011155,1,P,얼굴이 화사해졌어요,좋어요,잘 받았습니다,,,,,,,
N,P07,S01,14980903915,0,P,만족합니다,커버,가볍게,촉촉하고,성분이,3.49,3.12,2.89,2.85,2.44
N,P07,S01,14980903915,1,P,화장은 옅게 하는 편이라 썬크림이랑 비비만 발라요 발림성 좋고 제 피부에 잘 맞는 거 같아서 늘 쓰는 제품입니다,할인중인건가요 매번 구매하는 제품인데 가격이 저렴해져서 기분 좋네요,파데보다는 가벼운데 그래서 지속력은 짧아요여름에는 좀 빨리 날아갔는데 겨울에 다시 써보려고 합니다,대신 커버력은 좀 떨어지지만 저는 톤업약간의 커버 를 원하고 구매한 거라 만족합니다,조아요,,,,,
N,P07,S01,14980903915,0,N,커버력이,성분,,,,2.86,0.86,,,
N,P07,S01,14980903915,1,N,마스크 땜에 가볍게 톤업만 하고 싶어서 구매해봤는데요,부드럽고 자연스럽게 발립니다,나쁜성분없어서 그런가 화장도 잘 먹고 이쁘게 무너지네요,편안해요,물광효과 짱 근데 지속시간이 짧아서 하루에 두 번은 덧발라줘야해요,,,,,
N,P10,S29,26271018522,0,P,감사합니다,아이크림,있어요,촉촉하고,가성비,3.42,2.5,1.83,1.72,1.66
N,P10,S29,26271018522,1,P,좋아요,크림대신으로 얼굴전체에 바르고 잇어요,평소에 쓰는 제품인데 지인들 선물용으로 12ml 주문해보았어요,잘받았어요,눈두덩아 주름이 많은데 빨리 개선되면 좋겠네요,,,,,
N,P10,S29,26271018522,0,N,만족합니다,,,,,2.79,,,,
N,P10,S29,26271018522,1,N,싼가격에 잘샀어요,자극적이지 않고 좋아요,주름개선은 아직 시기상조지만 얼굴 당김이 덜해졌어요,평소 쓰던거에요,11이하나는조그만거였네요,,,,,
N,P07,S01,24475778531,0,P,한스킨,빨라요,좋습니다아직,들어요,비비,3.85,3.75,2.98,2.87,2.51
N,P07,S01,24475778531,1,P,마침 세일중이라 저렴하게 잘샀네용,또 가볍게 발리면서 커버력 까지 갖추고 있으니까 비비크림의 원조라고 할만하네요코나 입주변 모공도 밀착이 잘 되니까 밀리거나 들뜸이 없어서 너무너무 좋아요,원래도 쓰고 있어요,커버잘되고 매트하면서 자연스럽네요,되게 촉촉하고 좋네요,,,,,
N,P07,S01,24475778531,0,N,커버,좋아,가격,,,1.53,1.0,0.91,,
N,P07,S01,24475778531,1,N,가격대비 만족합니다,커버력 좋아서 만족해요재구매각,지성피부여서 매트한걸 주문했는데 제가 생각했던거랑 마니 달라서 필요한사람줘야할것 같네요,마음에 들어요끈적임이 없구  밀착감이 좋아오,한스킨비비 예전에쓰다가 한동안 다른거 쓰다가 다시 사봤는데 저렴하게 사고 샘플도 많이주샸네용,,,,,
N,P05,S07,22334086515,0,P,색상,색이,예뻐요,발색,가을,12.22,11.18,9.82,6.15,5.69
N,P05,S07,22334086515,1,P,발림성이 너무 좋아요,예쁠 거 같아요,작년부터 팜파스 사고 싶었는데 면세점에는 없다고 해서 이렇게 라방때 더 저렴하게 구입할수 있어서 좋아요색상 제가 생각했던거보다 좀 진하긴 한데 이뻐요 립제품은 촉촉한것만 쓰는편인데 팜파스는 매트하다고 하는데 완전 매트한편은 아닌거 같아요,발색자체는 찐하지 않은데 자연스러워서 데일리로 좋네요,라방때 좋은 가격으로 구매했네요,,,,,
N,P05,S07,22334086515,0,N,지속력이,색이,생각보다,색은,발색,3.5,3.15,2.31,2.24,2.08
N,P05,S07,22334086515,1,N,립하나 구입했는데 사은품이 더 많아요색이 가을에 딱 어울리는 색이라 넘 마음에 들어요,일단 팜파스 색상 너무 예뻐요 부드럽게 펴 발라지는 질감도 맘에 들고 어플리케이터도 좋아요,근데 휴지로 유분기 살짝 묻혀도 지워지는게 아쉬웠구 딱 레드인줄 알앗는데 살짝 핑크끼 나요,팜파스랑 놓고 고민하다가 오랜만에 핑크에 끌려 애피소드를 구매 자연스러운 발색에 차분한 핑크라서 데일리로 넘나 좋네요,사은품으로 주신 스파이시 누드밤 위에 팜파스 발랐는데 색깔 오지게 이쁘네요,,,,,
N,P12,S03,12851880718,0,P,향도,저렴하게,머릿결이,만족,가격,7.42,6.04,5.97,5.18,4.52
N,P12,S03,12851880718,1,P,파마하고 머리결이 좋지 않아 사용하는데 젛아요,미쟝센 세럼은 오일 성분이 있어서인지 좀 더 촉촉하고 부드러운거 같은 느낌좋아요,늘 쓰던제품 싸게 구매해서 좋아요,잘쓰고있습니다,좋아요,,,,,
N,P12,S03,12851880718,0,N,머리결이,향이,부드러워,컨디셔너,머릿결이,3.12,2.01,1.75,1.71,1.62
N,P12,S03,12851880718,1,N,역싀 뮈쟝셴이다,거의 2년째 이것만 쓰는데 다른 샴푸를 못쓰겠어요진짜 짱입니다담에 세일할때 트리트먼트도 사야지,가족이 많아 금방쓰네요,오늘 썼는데촉촉한거 잘 모르겠어요,맨날 사용하는거에요,,,,,
N,P06,S08,12967068349,0,P,속눈썹,효과,눈에,있어요,눈썹이,20.27,10.78,8.31,5.05,4.32
N,P06,S08,12967068349,1,P,잘 쓰고 있어요,효과는 차차써보고 다시 남길게요,솔이 약간 휘어서 바르기 편하고 동그란 볼이 있어서 바르기 더편한것 같아요,톡톡 해서 바르기도 좋고 제일 좋은건 눈따가움 없고 산뜻한것 다쓰면 또 올게요,수염많이자라길 바래보며 하나샀습니다,,,,,
N,P06,S08,12967068349,0,N,속눈썹이,눈에,눈이,효과,없어요,5.52,5.27,4.1,2.95,1.96
N,P06,S08,12967068349,1,N,효과보실려면 아침저녁 매일매일 얼굴에 로션바르듯이 꾸준히 발라야해요,더 사용해봐야 눈썹이길어질듯,눈이 따갑지 않아요,듬뿍 발랐는데 따가운거 없이 약간 후끈하다 금새 아무렇지 않아요,속눈썹 연장을  자주하니 힘이 없어 자꾸 빠졌는데 확실히 속눈썹이 건강해지니 안빠지네요,,,,,
N,P07,S01,17294654530,0,P,발림성,커버,좋습니다,만족,가격,7.04,5.34,5.18,4.67,4.23
N,P07,S01,17294654530,1,P,아직써보기전인데 리뷰가 좋아서기대됩니다,지속력은 조금 떨어지는 편이라 그냥 특별할 일 없을때 가볍게 바르기 괜찮습니다,엄마 사드렸어요,커버력아쉽지만이정도만족해요,홈쇼핑에서 6개인가 있는거 사서 다 쓰시고 또 이거 사달래서 여기서 주문했네요,,,,,
N,P07,S01,17294654530,0,N,아쉽네요,커버,좋은데,마스크에,밀착력,3.92,2.47,1.97,1.76,1.56
N,P07,S01,17294654530,1,N,가성비 짱입니다,처음,뜯어서 반품도못하고 발림성도별로이고 최악이네요,두통이나 사는데제 기대보다별루톤이랑 얼굴이랑 따로놀아요,아쉬운건 유통기한이 1년이라는 거예여,,,,,
N,P07,S01,10856462740,0,P,빠르,,,,,0.86,,,,
N,P07,S01,10856462740,1,P,어머니가 만족하시네요,빠른배송입니다,좋아요,,,,,,,
N,P07,S01,10856462740,1,N,양이작아요,,,,,,,,,
N,P08,S35,23343004491,0,P,향이,향도,만족,좋습니다,거품도,20.04,14.58,7.08,6.87,6.74
N,P08,S35,23343004491,1,P,항상 만족합니다,유통기간 넉넉하고 향이 너무 좋습니다,항상쓰던 쿤달 바꿀수가없네요,너무 좋습니다,쿤달 진짜 너무 잘쓰고있어요,,,,,
N,P08,S35,23343004491,0,N,향이,향도,좋아,거품도,향은,9.75,3.9,2.7,2.28,1.85
N,P08,S35,23343004491,1,N,거품도 잘나고 약간 미끈한 느낌이 있긴한데 잘 써볼께요,언제나 잘 사용하고 있는 제품입니다,향은 다 좋아요,아니 아카시아 모링가 향도 너무 좋은데 제등드름도 같이 사라졌어요,냄새가 울 강아지 샴푸냄새랑 비슷해서 좀 후회되긴 하네용 담에는 일랑일랑 사보려구요,,,,,
N,P07,S14,29450817618,0,P,만족,커버,마스크에,여름에,파데,3.37,2.59,2.41,1.73,1.71
N,P07,S14,29450817618,1,P,이번에 쿠션 하나 새로 사야해서 찾아보다가 광고보고 사보고 싶었는데 마침 라이브 방송하길래 진짜 저렴하게 잘 샀어요,뽀송매트 할줄 알앗는데 아쉽습니다케이스 디자인 및 컬러는 저한테 어울려서 좋았습니다,케이스 민트민트 넘 이쁘고 매트해서 마스크에도 덜 묻어나고 피부톤에도 잘 맞아서 좋네요,그전에 쓰던 다른 파운데이션은 밥먹을때 마스크 벗기 무안할정도로 마스크가 더러워졌는데 이제 그런 부담감이 적어서 좋아요,사은품도 사용할까 했는데 눈썹 뽑을때 빛 켜고 하면 너무 좋네요,,,,,
N,P07,S14,29450817618,0,N,파데,아쉬,여름,,,1.51,0.48,0.39,,
N,P07,S14,29450817618,1,N,여름용으로 잘 쓰고 있어요,풍성한 사은품에 기초제품 정품 안사도 되겠어요,쿠션 리뷰밀착력 색상 아주 만족  다른건 몰라도 색상상아색이 맘에 들었어요지속력 커버력 불만족   특히나 커버력이 너무 별로여서 점점 사용 안하게되네요,진짜 다른 파데와 팩트랑 비교해서 마스크 낄때 가장 오래 유지가 오래됩니다,이게 뭔가요무슨 방판인줄깜짝 놀랐네요,,,,,
N,P09,S21,26840532526,0,P,커서,시원,좋습니다,들어요,백탁,10.48,9.59,8.19,6.9,5.93
N,P09,S21,26840532526,1,P,기대안했는데 촉촉합니다,크림제품만 써봣는데 쿠션으로된거 처음써보는데넘좋아요,리필한두개덜받고  미니싸이즈가  한두개 있었으면좋겠어요,기미 잡티가 심해서 매번 썬크림 두껍게 발라서 항상 답답했는데 여름에 바르기 좋은거 같아요,크기도 커서 바르기 쉽고 개봉했을때 초록잎이 싱그럽게 보여요눈도 시리지않고 맘에 듭니다,,,,,
N,P09,S21,26840532526,0,N,백탁,시원,커서,끈적,촉촉하고,2.34,2.22,2.21,2.09,2.05
N,P09,S21,26840532526,1,N,끈적임없고 백탁없어 좋으네요단점이 있다면  요즘 화장을 잘 안해서 그런지맨얼굴에 바르고 약간이라도 톤업이 있음,여름에 선크림을 덧바르는게 힘들어 선팩트를 항상 주문하는데 그리 만족스러운 제품을 만나지 못햇어요,좋은 향이 조금나고  색은 살짝 톤업 된 정도로 하얘져요거의 끈적이지 않아 좋아요얼굴엔 썬크림 잘 바르지만 팔에는 방심했다가 벌써 타버려서 얼른  구매했어요,박세리 선수 볼이 탐나늘 골린이 입니다어제  도착해서 오늘 필드에 가져가서 수시로 바르고남편도 열심히 토닥토닥 해주었습니다붉어지는 목덜미가  덜 붉어지고 토닥할때 시원해서좋았습니다,너무 하얗게 발리지 않고 적당히 톤 정리가 되어서 자연스럽게 바르고 다니기 좋을거 같아요,,,,,
N,P06,S26,28886879586,0,P,부드럽게,좋습니다,얇아서,발림성,구매했는데,4.78,2.64,2.27,2.2,2.09
N,P06,S26,28886879586,1,P,진하게 발림니다,주위 사람들이 추천해서 구매했는데 엄청 부드럽게 그려지고 무엇보다 잘 안지워져요,조아요,뷰러때문에 주문했는데 너무 아쉬워서 별하나 뺍니당 펜슬 아이라이너를 오랜만에 사용하는데 부드럽고 지속력이 진짜 강하네요,일단 사은품 잘 쓰고있어요,,,,,
N,P06,S26,28886879586,0,N,부드럽게,좋아,지워져,뚜껑,,1.44,1.21,0.95,0.93,
N,P06,S26,28886879586,1,N,사은품 하나도 안왔어요,굿 만족해요,눈쪽 다 잘그려집니다그전엔 시세xx꺼 썻는데 그제품도 좋아서 여러개 썻는데 이제품이 훨씬 좋네요흐린색 아니고 진한 고동색입니다좋아요,배송 빠르고요 발림 좋아요,저는 이것보다 꾸덕하거나 크리미하지않은 가볍고 슥삭발리는 유분감없는 느낌을 원했는데요,,,,,
N,P12,S03,28789857554,0,P,향이,향도,향수,헤어,리브르,13.03,6.16,5.21,4.13,3.37
N,P12,S03,28789857554,1,P,가을에 어울리는 향이에요딸아이가 옆에서 좋은 향기가 난다고 하네요지속력도 좋고 향도 좋고 다 마음에 들어요,향이 너무 좋아요,케이스도 고급지고 예쁘네요,리브르향수는 최애향수너무좋아요,아직은 써보진못해서 암튼이쁘고 마음들어요,,,,,
N,P12,S03,28789857554,0,N,향이,헤어미스트,리브르,향수,퍼퓸,2.16,1.93,1.22,1.17,0.94
N,P12,S03,28789857554,1,N,포장도 너무 예쁘게오구 제품 상태도 너무 조아요,역시나 리브르는 실망시키지 않는 향  헤어미스트라고 해서 향수에비해 못할줄알았는데 기존 리브르향과 같고 헤어미스트라서 조금더 가볍게 향이 표현 되는 것 같아요,퍼퓸 살까 하던참에 미니어처퍼퓸샘플을 같이 준다는 헤어미스트 주문했어요,좋아요맘에드네요거울과 파운데이션 샘플 사은품도 고마워요,상품포장신청을 했는데 종이케이스 동봉이 왔네요,,,,,
N,P07,S33,28825539587,0,P,커버,애교살,생각보다,만족,펜슬,8.39,6.21,3.94,3.92,3.71
